f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,target
-0.7048123575691723,1.0433609773489634,1.5149901319396302,-2.2999879880519263,-1.2444967106868696,-0.8100900498248801,0.7230623177612897,0.788892466301097,0.519538556691369,0.8763950612957967,-0.5455239672073171,-3.4844591054783525,0.2187392350864793,-0.6438985306779946,0.5228191153663283,0.366083296931829,0.7046087450032525,0.7818152016716388,-0.0986010685300752,-1.213339043172838,-5.963668681066938,2.1408477278888167,-9.570934263314989,5.579036757590094,-1.3998635378837123,0.2130216779476264,1.1341006784704852,3.2474133848595166,-7.279467160443948,-5.755169771828356,1.6239775720232283
-0.2390232897982261,0.7301955440699603,0.418892868422754,0.667151779369048,0.6035161101307024,0.0501203723431657,-0.5962042974037324,-0.6077552098996957,-0.2146464204476317,0.8431433523124976,0.1889687570920735,0.2794651225332448,-0.5049659748722267,-0.0038765200481374,0.3554595642426781,-0.1762100978086064,0.6874704019681175,-0.4473143797960576,1.4170250230932426,0.1868985997550955,3.397676602029531,-6.085402129718123,-9.712322825506872,2.538463366155515,6.914414334234106,-1.3844205171281914,2.4432790680167606,-0.2947596594994763,6.794825552132785,0.1593550366228875,1.3152921841937384
-0.4506681775680075,2.259602027742478,0.721161822084155,0.2563246529688533,1.3635459466396125,0.3019306350030213,-0.5056205859191885,0.0801597604875534,1.038654287319735,-1.9921855663492136,-0.1293306745994726,0.1848515537801069,0.3100959541006112,0.1694648760755078,0.2556521769052634,1.0353190919283983,-0.9634713046092216,1.5210959768453929,-0.364761433630432,0.8203005003658569,0.1147999220509259,5.5017043577241935,7.836462340721759,1.856831367972818,8.168757069748942,-1.1692655063674875,7.167956486935811,-9.34424242090497,3.528500095730152,-2.125444470279847,-2.8741107401419086
-1.7864949633589289,-0.885170161799122,-1.9829010453090243,-0.1125633998704899,-0.0807880510644741,-0.4055036914372403,0.5389156935760494,-0.7233917193814029,-1.2976359980148868,-0.7972317639036733,-4.347012664323988,0.2232020832667322,-2.515802434235173,-0.3375583236848398,0.2904301247825543,-0.9726624767175572,-0.6624863274928313,0.8073960896167416,-0.4366914162008197,-1.11415942604141,-6.6593897273520986,-5.50434506433654,7.834680686916087,-3.786906166475921,5.034059797926876,1.5687213275048268,9.603973940404607,1.3345269181318962,-6.754170754474256,1.1101210872304377,-0.5631362391957813
0.4796091688780536,-0.1082424632377327,-1.5753224466414932,-0.5035925900243605,1.3115739222497815,0.2922559574348589,0.0472914185605873,-0.3887939351360513,-0.4599576409332266,0.5439605688784294,0.8511871199508203,0.7933207110277021,0.2712355077932046,0.4163487079965621,0.0022364782694726,-0.4256295850390502,0.4959801123916076,2.0193603936338502,0.1723426636581144,-0.6278775110839625,-7.60549103795163,8.975369883834727,6.344012645710574,-7.720820810151308,2.677719294437729,8.93134945374754,5.144382303601031,-6.253935199551495,9.014077496534355,9.647739453599009,1.766364028767344
-2.019621834995255,0.921203579000062,-0.4060553186969866,0.5341757938959543,0.9201877787277654,0.1928795989732455,-2.00116500212703,1.4165234864391942,1.805211100610297,0.8131066317551693,-3.2429134739669783,-0.2169049222306375,-0.0831666551652631,0.0776823109986861,4.004661365738076,0.2773916557100816,0.6713004665366339,-0.5451223001697628,-0.1652215172712046,-0.6790080633638328,1.5359363400853443,9.738551105716612,-1.0855431532799535,-2.307150697963652,3.496082894382692,-4.278506008811163,-8.970261261263106,4.520757899074807,8.680978464993878,-1.1648059997437343,-5.389051843721354
0.0294305916775521,0.5166444459359673,-0.9813259365174648,-1.404816943927507,0.1072079620401336,-0.3188463554947312,0.6264346724539442,-0.0799084526625497,0.2050753392346299,-1.6233825299412434,0.5528265151196591,1.3785833031352634,-2.232891488036901,-0.4901297079524845,0.3924203988524804,0.2044209475396131,-0.925113390998004,0.5737166421856131,0.3626420120226719,0.0733814236363479,-1.5199342593916043,4.95816841475845,-3.892915680284162,8.730861254078867,-8.841158008907248,9.31257435482658,-3.2227761021938424,-6.058116313033242,1.9368574772495213,0.5002459195490196,6.461147415090038
-0.0596250844199563,0.4795797087879551,-0.3597053674738122,1.7091170975613472,0.5838218827014781,-0.7066944413204977,1.0011106838643749,-1.156010533852262,-0.8546805231201019,-0.800986645304626,0.342156169755951,-0.6147785936340797,-0.5381422096835431,-0.6197752306559529,1.0022226013473965,-0.3444310344994796,-0.6645879980979964,1.9041809197378383,0.6588653010237411,1.162444306050906,4.168417394112884,-9.929933464959015,-6.12356288067379,1.9915143721964303,1.6195452202530536,-7.467090823602214,-6.256828972471487,4.972184497857267,-5.914917463764722,0.635411837315111,-1.57067011862848
-0.5373610720167389,0.6007141631615489,-0.6134807353293951,-0.640000516321171,-0.1211448495234276,0.600002677584285,0.4704554023362139,0.9383378726575418,0.4748163639332856,1.4533342258784028,-0.5094903903884814,0.3926279873639045,-2.110685803437561,0.5664886310508255,0.2213282855873289,0.2806779475147454,0.8963501990826271,-0.2144981391493762,0.2569317703602836,-0.6397461890354774,-6.757673655065193,-5.808962250420313,4.888626695246803,-2.2757731459782216,-8.325910249728679,-9.197178794012531,-4.135957641208609,6.650763923899859,-8.074645335365389,-0.1092381060368943,4.3954263314158055
0.5148835960763722,0.8199252526352343,0.3243402100148682,-0.5327254982169035,0.8396638644311888,-1.357517539841935,-0.9006713825124801,-0.9642000714232448,1.0800560591393102,0.9427885141400756,1.7608620255997385,-0.1727842999719457,-0.1747417191654348,-1.4217486665581969,0.8112089392769423,0.615712174312944,0.7365008062510461,0.307240081446489,-1.5090428376952962,1.4836542825300243,6.878366869217835,7.867324265810382,9.758770878510797,-9.902151627203695,-4.146811117993298,0.931422486734636,6.418429378932448,9.596339272690969,9.15912514346988,5.441993656605204,1.8518917299361184
